date,scientist,rep,primary,secondary,secondary_dose,vial,day,status
10/6/2020,Abby,Fall 2020 exp 3,S.m,P.rett,3,20,10,0
10/6/2020,Abby,Fall 2020 exp 3,S.m,P.rett,3,20,10,0
10/6/2020,Abby,Fall 2020 exp 3,S.m,P.rett,3,20,10,0
10/6/2020,Abby,Fall 2020 exp 3,S.m,P.rett,3,20,10,0
10/6/2020,Abby,Fall 2020 exp 3,S.m,P.rett,3,20,10,0
10/6/2020,Abby,Fall 2020 exp 3,S.m,P.rett,3,20,10,0
10/6/2020,Abby,Fall 2020 exp 3,S.m,P.rett,3,21,2,1
10/6/2020,Abby,Fall 2020 exp 3,S.m,P.rett,3,21,3,1
10/6/2020,Abby,Fall 2020 exp 3,S.m,P.rett,3,21,4,1
10/6/2020,Abby,Fall 2020 exp 3,S.m,P.rett,3,21,5,1
10/6/2020,Abby,Fall 2020 exp 3,S.m,P.rett,3,21,10,0
10/6/2020,Abby,Fall 2020 exp 3,S.m,P.rett,3,21,10,0
10/6/2020,Abby,Fall 2020 exp 3,S.m,P.rett,5,22,3,1
10/6/2020,Abby,Fall 2020 exp 3,S.m,P.rett,5,22,3,1
10/6/2020,Abby,Fall 2020 exp 3,S.m,P.rett,5,22,5,1
10/6/2020,Abby,Fall 2020 exp 3,S.m,P.rett,5,22,6,1
10/6/2020,Abby,Fall 2020 exp 3,S.m,P.rett,5,22,7,1
10/6/2020,Abby,Fall 2020 exp 3,S.m,P.rett,5,22,8,1
10/6/2020,Abby,Fall 2020 exp 3,S.m,P.rett,5,22,10,0
10/6/2020,Abby,Fall 2020 exp 3,S.m,P.rett,5,22,10,0
10/6/2020,Abby,Fall 2020 exp 3,S.m,P.rett,5,22,10,0
10/6/2020,Abby,Fall 2020 exp 3,S.m,P.rett,5,22,10,0
10/6/2020,Abby,Fall 2020 exp 3,S.m,P.rett,5,23,2,1
10/6/2020,Abby,Fall 2020 exp 3,S.m,P.rett,5,23,9,1
10/6/2020,Abby,Fall 2020 exp 3,S.m,P.rett,5,23,10,0
10/6/2020,Abby,Fall 2020 exp 3,S.m,P.rett,5,23,10,0
10/6/2020,Abby,Fall 2020 exp 3,S.m,P.rett,5,23,10,0
10/6/2020,Abby,Fall 2020 exp 3,S.m,P.rett,5,23,10,0
10/6/2020,Abby,Fall 2020 exp 3,S.m,P.rett,5,23,10,0
10/6/2020,Abby,Fall 2020 exp 3,S.m,P.rett,5,23,10,0
10/6/2020,Abby,Fall 2020 exp 3,S.m,P.rett,5,23,10,0
10/6/2020,Abby,Fall 2020 exp 3,S.m,P.rett,5,23,10,0
10/6/2020,Abby,Fall 2020 exp 3,S.m,P.rett,5,24,1,1
10/6/2020,Abby,Fall 2020 exp 3,S.m,P.rett,5,24,1,1
10/6/2020,Abby,Fall 2020 exp 3,S.m,P.rett,5,24,10,1
10/6/2020,Abby,Fall 2020 exp 3,S.m,P.rett,5,24,10,0
10/6/2020,Abby,Fall 2020 exp 3,S.m,P.rett,5,24,10,0
10/6/2020,Abby,Fall 2020 exp 3,S.m,P.rett,5,24,10,0
10/6/2020,Abby,Fall 2020 exp 3,S.m,P.rett,5,24,10,0
11/1/2020,Abby,Fall 2020 exp 10,PBS,PBS,0,C1,2,1
11/1/2020,Abby,Fall 2020 exp 10,PBS,PBS,0,C1,13,0
11/1/2020,Abby,Fall 2020 exp 10,PBS,PBS,0,C1,13,0
11/1/2020,Abby,Fall 2020 exp 10,PBS,PBS,0,C1,13,0
11/1/2020,Abby,Fall 2020 exp 10,PBS,PBS,0,C1,13,0
11/1/2020,Abby,Fall 2020 exp 10,PBS,PBS,0,C1,13,0
11/1/2020,Abby,Fall 2020 exp 10,PBS,PBS,0,C1,13,0
11/1/2020,Abby,Fall 2020 exp 10,PBS,PBS,0,C1,13,0
11/1/2020,Abby,Fall 2020 exp 10,PBS,PBS,0,C1,13,0
11/1/2020,Abby,Fall 2020 exp 10,PBS,PBS,0,C1,13,0
11/1/2020,Abby,Fall 2020 exp 10,PBS,PBS,0,C2,13,0
11/1/2020,Abby,Fall 2020 exp 10,PBS,PBS,0,C2,13,0
11/1/2020,Abby,Fall 2020 exp 10,PBS,PBS,0,C2,13,0
11/1/2020,Abby,Fall 2020 exp 10,PBS,PBS,0,C2,13,0
11/1/2020,Abby,Fall 2020 exp 10,PBS,PBS,0,C2,13,0
11/1/2020,Abby,Fall 2020 exp 10,PBS,PBS,0,C2,13,0
11/1/2020,Abby,Fall 2020 exp 10,PBS,PBS,0,C2,13,0
11/1/2020,Abby,Fall 2020 exp 10,PBS,PBS,0,C2,13,0
11/1/2020,Abby,Fall 2020 exp 10,PBS,PBS,0,C2,13,0
11/1/2020,Abby,Fall 2020 exp 10,PBS,PBS,0,C2,13,0
11/1/2020,Abby,Fall 2020 exp 10,PBS,P.rett,1,1,1,1
11/1/2020,Abby,Fall 2020 exp 10,PBS,P.rett,1,1,1,1
11/1/2020,Abby,Fall 2020 exp 10,PBS,P.rett,1,1,1,1
11/1/2020,Abby,Fall 2020 exp 10,PBS,P.rett,1,1,1,1
11/1/2020,Abby,Fall 2020 exp 10,PBS,P.rett,1,1,1,1
11/1/2020,Abby,Fall 2020 exp 10,PBS,P.rett,1,1,1,1
11/1/2020,Abby,Fall 2020 exp 10,PBS,P.rett,1,1,1,1
11/1/2020,Abby,Fall 2020 exp 10,PBS,P.rett,1,1,1,1
11/1/2020,Abby,Fall 2020 exp 10,PBS,P.rett,1,1,2,1
11/1/2020,Abby,Fall 2020 exp 10,PBS,P.rett,1,1,2,1
11/1/2020,Abby,Fall 2020 exp 10,PBS,P.rett,1,2,1,1
11/1/2020,Abby,Fall 2020 exp 10,PBS,P.rett,1,2,1,1
11/1/2020,Abby,Fall 2020 exp 10,PBS,P.rett,1,2,1,1
11/1/2020,Abby,Fall 2020 exp 10,PBS,P.rett,1,2,1,1
11/1/2020,Abby,Fall 2020 exp 10,PBS,P.rett,1,2,1,1
11/1/2020,Abby,Fall 2020 exp 10,PBS,P.rett,1,2,2,1
11/1/2020,Abby,Fall 2020 exp 10,PBS,P.rett,1,2,2,1
11/1/2020,Abby,Fall 2020 exp 10,PBS,P.rett,1,2,13,1
11/1/2020,Abby,Fall 2020 exp 10,PBS,P.rett,1,2,13,0
11/1/2020,Abby,Fall 2020 exp 10,PBS,P.rett,1,2,13,0
11/1/2020,Abby,Fall 2020 exp 10,PBS,P.rett,1,3,1,1
11/1/2020,Abby,Fall 2020 exp 10,PBS,P.rett,1,3,1,1
11/1/2020,Abby,Fall 2020 exp 10,PBS,P.rett,1,3,1,1
11/1/2020,Abby,Fall 2020 exp 10,PBS,P.rett,1,3,1,1
11/1/2020,Abby,Fall 2020 exp 10,PBS,P.rett,1,3,1,1
11/1/2020,Abby,Fall 2020 exp 10,PBS,P.rett,1,3,1,1
11/1/2020,Abby,Fall 2020 exp 10,PBS,P.rett,1,3,2,1
11/1/2020,Abby,Fall 2020 exp 10,PBS,P.rett,1,3,2,1
11/1/2020,Abby,Fall 2020 exp 10,PBS,P.rett,1,3,2,1
11/1/2020,Abby,Fall 2020 exp 10,PBS,P.rett,1,3,12,1
11/1/2020,Abby,Fall 2020 exp 10,PBS,P.rett,2,4,1,1
11/1/2020,Abby,Fall 2020 exp 10,PBS,P.rett,2,4,1,1
11/1/2020,Abby,Fall 2020 exp 10,PBS,P.rett,2,4,1,1
11/1/2020,Abby,Fall 2020 exp 10,PBS,P.rett,2,4,1,1
11/1/2020,Abby,Fall 2020 exp 10,PBS,P.rett,2,4,1,1
11/1/2020,Abby,Fall 2020 exp 10,PBS,P.rett,2,4,1,1
11/1/2020,Abby,Fall 2020 exp 10,PBS,P.rett,2,4,1,1
11/1/2020,Abby,Fall 2020 exp 10,PBS,P.rett,2,4,1,1
11/1/2020,Abby,Fall 2020 exp 10,PBS,P.rett,2,4,1,1
11/1/2020,Abby,Fall 2020 exp 10,PBS,P.rett,2,4,2,1
11/1/2020,Abby,Fall 2020 exp 10,PBS,P.rett,2,5,1,1
11/1/2020,Abby,Fall 2020 exp 10,PBS,P.rett,2,5,1,1
11/1/2020,Abby,Fall 2020 exp 10,PBS,P.rett,2,5,1,1
11/1/2020,Abby,Fall 2020 exp 10,PBS,P.rett,2,5,1,1
11/1/2020,Abby,Fall 2020 exp 10,PBS,P.rett,2,5,1,1
11/1/2020,Abby,Fall 2020 exp 10,PBS,P.rett,2,5,1,1
11/1/2020,Abby,Fall 2020 exp 10,PBS,P.rett,2,5,1,1
11/1/2020,Abby,Fall 2020 exp 10,PBS,P.rett,2,5,1,1
11/1/2020,Abby,Fall 2020 exp 10,PBS,P.rett,2,5,1,1
11/1/2020,Abby,Fall 2020 exp 10,PBS,P.rett,2,5,2,1
11/1/2020,Abby,Fall 2020 exp 10,PBS,P.rett,2,6,1,1
11/1/2020,Abby,Fall 2020 exp 10,PBS,P.rett,2,6,1,1
11/1/2020,Abby,Fall 2020 exp 10,PBS,P.rett,2,6,1,1
11/1/2020,Abby,Fall 2020 exp 10,PBS,P.rett,2,6,1,1
11/1/2020,Abby,Fall 2020 exp 10,PBS,P.rett,2,6,1,1
11/1/2020,Abby,Fall 2020 exp 10,PBS,P.rett,2,6,1,1
11/1/2020,Abby,Fall 2020 exp 10,PBS,P.rett,2,6,1,1
11/1/2020,Abby,Fall 2020 exp 10,PBS,P.rett,2,6,1,1
11/1/2020,Abby,Fall 2020 exp 10,PBS,P.rett,2,6,2,1
11/1/2020,Abby,Fall 2020 exp 10,PBS,P.rett,2,6,2,1
11/1/2020,Abby,Fall 2020 exp 10,PBS,P.rett,3,7,1,1
11/1/2020,Abby,Fall 2020 exp 10,PBS,P.rett,3,7,1,1
11/1/2020,Abby,Fall 2020 exp 10,PBS,P.rett,3,7,1,1
11/1/2020,Abby,Fall 2020 exp 10,PBS,P.rett,3,7,1,1
11/1/2020,Abby,Fall 2020 exp 10,PBS,P.rett,3,7,1,1
11/1/2020,Abby,Fall 2020 exp 10,PBS,P.rett,3,7,1,1
11/1/2020,Abby,Fall 2020 exp 10,PBS,P.rett,3,7,1,1
11/1/2020,Abby,Fall 2020 exp 10,PBS,P.rett,3,7,1,1
11/1/2020,Abby,Fall 2020 exp 10,PBS,P.rett,3,7,1,1
11/1/2020,Abby,Fall 2020 exp 10,PBS,P.rett,3,7,2,1
11/1/2020,Abby,Fall 2020 exp 10,PBS,P.rett,3,8,1,1
11/1/2020,Abby,Fall 2020 exp 10,PBS,P.rett,3,8,1,1
11/1/2020,Abby,Fall 2020 exp 10,PBS,P.rett,3,8,1,1
11/1/2020,Abby,Fall 2020 exp 10,PBS,P.rett,3,8,1,1
11/1/2020,Abby,Fall 2020 exp 10,PBS,P.rett,3,8,1,1
11/1/2020,Abby,Fall 2020 exp 10,PBS,P.rett,3,8,1,1
11/1/2020,Abby,Fall 2020 exp 10,PBS,P.rett,3,8,1,1
11/1/2020,Abby,Fall 2020 exp 10,PBS,P.rett,3,8,1,1
11/1/2020,Abby,Fall 2020 exp 10,PBS,P.rett,3,8,2,1
11/1/2020,Abby,Fall 2020 exp 10,PBS,P.rett,3,8,2,1
11/1/2020,Abby,Fall 2020 exp 10,PBS,P.rett,3,9,1,1
11/1/2020,Abby,Fall 2020 exp 10,PBS,P.rett,3,9,1,1
11/1/2020,Abby,Fall 2020 exp 10,PBS,P.rett,3,9,1,1
11/1/2020,Abby,Fall 2020 exp 10,PBS,P.rett,3,9,1,1
11/1/2020,Abby,Fall 2020 exp 10,PBS,P.rett,3,9,1,1
11/1/2020,Abby,Fall 2020 exp 10,PBS,P.rett,3,9,1,1
11/1/2020,Abby,Fall 2020 exp 10,PBS,P.rett,3,9,1,1
11/1/2020,Abby,Fall 2020 exp 10,PBS,P.rett,3,9,1,1
11/1/2020,Abby,Fall 2020 exp 10,PBS,P.rett,3,9,1,1
11/1/2020,Abby,Fall 2020 exp 10,PBS,P.rett,3,9,1,1
11/1/2020,Abby,Fall 2020 exp 10,PBS,P.rett,5,10,1,1
11/1/2020,Abby,Fall 2020 exp 10,PBS,P.rett,5,10,1,1
11/1/2020,Abby,Fall 2020 exp 10,PBS,P.rett,5,10,1,1
11/1/2020,Abby,Fall 2020 exp 10,PBS,P.rett,5,10,1,1
11/1/2020,Abby,Fall 2020 exp 10,PBS,P.rett,5,10,1,1
11/1/2020,Abby,Fall 2020 exp 10,PBS,P.rett,5,10,1,1
11/1/2020,Abby,Fall 2020 exp 10,PBS,P.rett,5,10,1,1
11/1/2020,Abby,Fall 2020 exp 10,PBS,P.rett,5,10,1,1
11/1/2020,Abby,Fall 2020 exp 10,PBS,P.rett,5,10,1,1
11/1/2020,Abby,Fall 2020 exp 10,PBS,P.rett,5,10,1,1
11/1/2020,Abby,Fall 2020 exp 10,PBS,P.rett,5,11,1,1
11/1/2020,Abby,Fall 2020 exp 10,PBS,P.rett,5,11,1,1
11/1/2020,Abby,Fall 2020 exp 10,PBS,P.rett,5,11,1,1
11/1/2020,Abby,Fall 2020 exp 10,PBS,P.rett,5,11,1,1
11/1/2020,Abby,Fall 2020 exp 10,PBS,P.rett,5,11,1,1
11/1/2020,Abby,Fall 2020 exp 10,PBS,P.rett,5,11,1,1
11/1/2020,Abby,Fall 2020 exp 10,PBS,P.rett,5,11,1,1
11/1/2020,Abby,Fall 2020 exp 10,PBS,P.rett,5,11,1,1
11/1/2020,Abby,Fall 2020 exp 10,PBS,P.rett,5,11,1,1
11/1/2020,Abby,Fall 2020 exp 10,PBS,P.rett,5,11,1,1
11/1/2020,Abby,Fall 2020 exp 10,PBS,P.rett,5,12,1,1
11/1/2020,Abby,Fall 2020 exp 10,PBS,P.rett,5,12,1,1
11/1/2020,Abby,Fall 2020 exp 10,PBS,P.rett,5,12,1,1
11/1/2020,Abby,Fall 2020 exp 10,PBS,P.rett,5,12,1,1
11/1/2020,Abby,Fall 2020 exp 10,PBS,P.rett,5,12,1,1
11/1/2020,Abby,Fall 2020 exp 10,PBS,P.rett,5,12,1,1
11/1/2020,Abby,Fall 2020 exp 10,PBS,P.rett,5,12,1,1
11/1/2020,Abby,Fall 2020 exp 10,PBS,P.rett,5,12,1,1
11/1/2020,Abby,Fall 2020 exp 10,PBS,P.rett,5,12,1,1
11/1/2020,Abby,Fall 2020 exp 10,PBS,P.rett,5,12,1,1
11/1/2020,Abby,Fall 2020 exp 10,S.m,PBS,0,C3,2,1
11/1/2020,Abby,Fall 2020 exp 10,S.m,PBS,0,C3,5,1
11/1/2020,Abby,Fall 2020 exp 10,S.m,PBS,0,C3,8,1
11/1/2020,Abby,Fall 2020 exp 10,S.m,PBS,0,C3,9,1
11/1/2020,Abby,Fall 2020 exp 10,S.m,PBS,0,C3,9,1
11/1/2020,Abby,Fall 2020 exp 10,S.m,PBS,0,C3,10,1
11/1/2020,Abby,Fall 2020 exp 10,S.m,PBS,0,C3,13,0
11/1/2020,Abby,Fall 2020 exp 10,S.m,PBS,0,C3,13,0
11/1/2020,Abby,Fall 2020 exp 10,S.m,PBS,0,C3,13,0
11/1/2020,Abby,Fall 2020 exp 10,S.m,PBS,0,C3,13,0
11/1/2020,Abby,Fall 2020 exp 10,S.m,PBS,0,C4,5,1
11/1/2020,Abby,Fall 2020 exp 10,S.m,PBS,0,C4,8,1
11/1/2020,Abby,Fall 2020 exp 10,S.m,PBS,0,C4,10,1
11/1/2020,Abby,Fall 2020 exp 10,S.m,PBS,0,C4,11,1
11/1/2020,Abby,Fall 2020 exp 10,S.m,PBS,0,C4,11,1
11/1/2020,Abby,Fall 2020 exp 10,S.m,PBS,0,C4,12,1
11/1/2020,Abby,Fall 2020 exp 10,S.m,PBS,0,C4,12,1
11/1/2020,Abby,Fall 2020 exp 10,S.m,PBS,0,C4,13,0
11/1/2020,Abby,Fall 2020 exp 10,S.m,PBS,0,C4,13,0
11/1/2020,Abby,Fall 2020 exp 10,S.m,PBS,0,C4,13,0
11/1/2020,Abby,Fall 2020 exp 10,S.m,P.rett,1,13,5,1
11/1/2020,Abby,Fall 2020 exp 10,S.m,P.rett,1,13,10,1
11/1/2020,Abby,Fall 2020 exp 10,S.m,P.rett,1,13,13,1
11/1/2020,Abby,Fall 2020 exp 10,S.m,P.rett,1,13,13,0
11/1/2020,Abby,Fall 2020 exp 10,S.m,P.rett,1,13,13,0
11/1/2020,Abby,Fall 2020 exp 10,S.m,P.rett,1,13,13,0
11/1/2020,Abby,Fall 2020 exp 10,S.m,P.rett,1,13,13,0
11/1/2020,Abby,Fall 2020 exp 10,S.m,P.rett,1,13,13,0
11/1/2020,Abby,Fall 2020 exp 10,S.m,P.rett,1,13,13,0
11/1/2020,Abby,Fall 2020 exp 10,S.m,P.rett,1,13,13,0
11/1/2020,Abby,Fall 2020 exp 10,S.m,P.rett,1,14,2,1
11/1/2020,Abby,Fall 2020 exp 10,S.m,P.rett,1,14,6,1
11/1/2020,Abby,Fall 2020 exp 10,S.m,P.rett,1,14,8,1
11/1/2020,Abby,Fall 2020 exp 10,S.m,P.rett,1,14,13,0
11/1/2020,Abby,Fall 2020 exp 10,S.m,P.rett,1,14,13,0
11/1/2020,Abby,Fall 2020 exp 10,S.m,P.rett,1,14,13,0
11/1/2020,Abby,Fall 2020 exp 10,S.m,P.rett,1,14,13,0
11/1/2020,Abby,Fall 2020 exp 10,S.m,P.rett,1,14,13,0
11/1/2020,Abby,Fall 2020 exp 10,S.m,P.rett,1,14,13,0
11/1/2020,Abby,Fall 2020 exp 10,S.m,P.rett,1,14,13,0
11/1/2020,Abby,Fall 2020 exp 10,S.m,P.rett,1,15,4,1
11/1/2020,Abby,Fall 2020 exp 10,S.m,P.rett,1,15,6,1
11/1/2020,Abby,Fall 2020 exp 10,S.m,P.rett,1,15,7,1
11/1/2020,Abby,Fall 2020 exp 10,S.m,P.rett,1,15,8,1
11/1/2020,Abby,Fall 2020 exp 10,S.m,P.rett,1,15,10,1
11/1/2020,Abby,Fall 2020 exp 10,S.m,P.rett,1,15,12,1
11/1/2020,Abby,Fall 2020 exp 10,S.m,P.rett,1,15,13,1
11/1/2020,Abby,Fall 2020 exp 10,S.m,P.rett,1,15,13,0
11/1/2020,Abby,Fall 2020 exp 10,S.m,P.rett,1,15,13,0
11/1/2020,Abby,Fall 2020 exp 10,S.m,P.rett,1,15,13,0
11/1/2020,Abby,Fall 2020 exp 10,S.m,P.rett,2,16,10,1
11/1/2020,Abby,Fall 2020 exp 10,S.m,P.rett,2,16,11,1
11/1/2020,Abby,Fall 2020 exp 10,S.m,P.rett,2,16,13,0
11/1/2020,Abby,Fall 2020 exp 10,S.m,P.rett,2,16,13,0
11/1/2020,Abby,Fall 2020 exp 10,S.m,P.rett,2,16,13,0
11/1/2020,Abby,Fall 2020 exp 10,S.m,P.rett,2,16,13,0
11/1/2020,Abby,Fall 2020 exp 10,S.m,P.rett,2,16,13,0
11/1/2020,Abby,Fall 2020 exp 10,S.m,P.rett,2,16,13,0
11/1/2020,Abby,Fall 2020 exp 10,S.m,P.rett,2,16,13,0
11/1/2020,Abby,Fall 2020 exp 10,S.m,P.rett,2,16,13,0
11/1/2020,Abby,Fall 2020 exp 10,S.m,P.rett,2,17,2,1
11/1/2020,Abby,Fall 2020 exp 10,S.m,P.rett,2,17,3,1
11/1/2020,Abby,Fall 2020 exp 10,S.m,P.rett,2,17,7,1
11/1/2020,Abby,Fall 2020 exp 10,S.m,P.rett,2,17,13,0
11/1/2020,Abby,Fall 2020 exp 10,S.m,P.rett,2,17,13,0
11/1/2020,Abby,Fall 2020 exp 10,S.m,P.rett,2,17,13,0
11/1/2020,Abby,Fall 2020 exp 10,S.m,P.rett,2,17,13,0
11/1/2020,Abby,Fall 2020 exp 10,S.m,P.rett,2,17,13,0
11/1/2020,Abby,Fall 2020 exp 10,S.m,P.rett,2,17,13,0
11/1/2020,Abby,Fall 2020 exp 10,S.m,P.rett,2,17,13,0
11/1/2020,Abby,Fall 2020 exp 10,S.m,P.rett,2,18,2,1
11/1/2020,Abby,Fall 2020 exp 10,S.m,P.rett,2,18,2,1
11/1/2020,Abby,Fall 2020 exp 10,S.m,P.rett,2,18,2,1
11/1/2020,Abby,Fall 2020 exp 10,S.m,P.rett,2,18,5,1
11/1/2020,Abby,Fall 2020 exp 10,S.m,P.rett,2,18,7,1
11/1/2020,Abby,Fall 2020 exp 10,S.m,P.rett,2,18,13,0
11/1/2020,Abby,Fall 2020 exp 10,S.m,P.rett,2,18,13,0
11/1/2020,Abby,Fall 2020 exp 10,S.m,P.rett,2,18,13,0
11/1/2020,Abby,Fall 2020 exp 10,S.m,P.rett,2,18,13,0
11/1/2020,Abby,Fall 2020 exp 10,S.m,P.rett,2,18,13,0
11/1/2020,Abby,Fall 2020 exp 10,S.m,P.rett,3,19,2,1
11/1/2020,Abby,Fall 2020 exp 10,S.m,P.rett,3,19,5,1
11/1/2020,Abby,Fall 2020 exp 10,S.m,P.rett,3,19,6,1
11/1/2020,Abby,Fall 2020 exp 10,S.m,P.rett,3,19,6,1
11/1/2020,Abby,Fall 2020 exp 10,S.m,P.rett,3,19,8,1
11/1/2020,Abby,Fall 2020 exp 10,S.m,P.rett,3,19,8,1
11/1/2020,Abby,Fall 2020 exp 10,S.m,P.rett,3,19,11,1
11/1/2020,Abby,Fall 2020 exp 10,S.m,P.rett,3,19,12,1
11/1/2020,Abby,Fall 2020 exp 10,S.m,P.rett,3,19,13,0
11/1/2020,Abby,Fall 2020 exp 10,S.m,P.rett,3,19,13,0
11/1/2020,Abby,Fall 2020 exp 10,S.m,P.rett,3,20,1,1
11/1/2020,Abby,Fall 2020 exp 10,S.m,P.rett,3,20,2,1
11/1/2020,Abby,Fall 2020 exp 10,S.m,P.rett,3,20,2,1
11/1/2020,Abby,Fall 2020 exp 10,S.m,P.rett,3,20,5,1
11/1/2020,Abby,Fall 2020 exp 10,S.m,P.rett,3,20,6,1
11/1/2020,Abby,Fall 2020 exp 10,S.m,P.rett,3,20,8,1
11/1/2020,Abby,Fall 2020 exp 10,S.m,P.rett,3,20,9,1
11/1/2020,Abby,Fall 2020 exp 10,S.m,P.rett,3,20,10,1
11/1/2020,Abby,Fall 2020 exp 10,S.m,P.rett,3,20,13,0
11/1/2020,Abby,Fall 2020 exp 10,S.m,P.rett,3,20,13,0
11/1/2020,Abby,Fall 2020 exp 10,S.m,P.rett,3,21,2,1
11/1/2020,Abby,Fall 2020 exp 10,S.m,P.rett,3,21,2,1
11/1/2020,Abby,Fall 2020 exp 10,S.m,P.rett,3,21,4,1
11/1/2020,Abby,Fall 2020 exp 10,S.m,P.rett,3,21,4,1
11/1/2020,Abby,Fall 2020 exp 10,S.m,P.rett,3,21,10,1
11/1/2020,Abby,Fall 2020 exp 10,S.m,P.rett,3,21,13,0
11/1/2020,Abby,Fall 2020 exp 10,S.m,P.rett,3,21,13,0
11/1/2020,Abby,Fall 2020 exp 10,S.m,P.rett,5,22,1,1
11/1/2020,Abby,Fall 2020 exp 10,S.m,P.rett,5,22,1,1
11/1/2020,Abby,Fall 2020 exp 10,S.m,P.rett,5,22,1,1
11/1/2020,Abby,Fall 2020 exp 10,S.m,P.rett,5,22,4,1
11/1/2020,Abby,Fall 2020 exp 10,S.m,P.rett,5,22,8,1
11/1/2020,Abby,Fall 2020 exp 10,S.m,P.rett,5,22,10,1
11/1/2020,Abby,Fall 2020 exp 10,S.m,P.rett,5,22,13,0
11/1/2020,Abby,Fall 2020 exp 10,S.m,P.rett,5,22,13,0
11/1/2020,Abby,Fall 2020 exp 10,S.m,P.rett,5,22,13,0
11/1/2020,Abby,Fall 2020 exp 10,S.m,P.rett,5,22,13,0
11/1/2020,Abby,Fall 2020 exp 10,S.m,P.rett,5,23,1,1
11/1/2020,Abby,Fall 2020 exp 10,S.m,P.rett,5,23,1,1
11/1/2020,Abby,Fall 2020 exp 10,S.m,P.rett,5,23,1,1
11/1/2020,Abby,Fall 2020 exp 10,S.m,P.rett,5,23,1,1
